2.247474747474747403e+02 2.173838383838383947e+02 2.100505050505050519e+02 1.010101010101010187e-02 2.696969696969696795e+00 1.323232323232323315e+00 8.117727613636363060e+01 8.587103118686869152e+01 8.290269684343439849e+01 8.055555555555555713e+01 8.571717171717172334e+01 8.260606060606060908e+01 3.291781154462771752e+01 2.612823515945206765e+01 2.287095613693378837e+01 -5.314050000000000162e-01
2.327100000000000080e+02 2.314499999999999886e+02 2.277599999999999909e+02 9.699999999999999734e-01 9.929999999999999716e+00 8.669999999999999929e+00 8.904057168749999107e+01 1.000398905624999912e+02 9.905933543750006720e+01 8.792000000000000171e+01 9.992000000000000171e+01 9.901999999999999602e+01 3.000740880120947907e+01 2.215134408199937255e+01 1.907711895513384803e+01 -4.098300000000000276e-01
2.426100000000000136e+02 2.405399999999999920e+02 2.306599999999999966e+02 1.360000000000000098e+00 5.730000000000000426e+00 4.280000000000000249e+00 8.427228662499999245e+01 9.689716968750002479e+01 9.042206443750001199e+01 8.148999999999999488e+01 9.773000000000000398e+01 9.029999999999999716e+01 3.828061100523473925e+01 3.364501049153187751e+01 2.796738185129209953e+01 -4.781149999999999567e-01
2.182199999999999989e+02 2.108000000000000114e+02 2.080000000000000000e+02 0.000000000000000000e+00 1.800000000000000044e+00 2.100000000000000089e+00 8.918515706249999653e+01 9.211960212500001433e+01 9.135322356249999132e+01 8.948000000000000398e+01 9.262999999999999545e+01 9.195000000000000284e+01 2.919195042448929200e+01 2.292424830951031822e+01 2.073840592935261640e+01 -4.359600000000000142e-01
2.119600000000000080e+02 2.048199999999999932e+02 1.978400000000000034e+02 3.240000000000000213e+00 1.053999999999999915e+01 7.700000000000000178e+00 6.875602818749997880e+01 7.766706200000002980e+01 7.301585762500002375e+01 6.634999999999999432e+01 7.654999999999999716e+01 7.212999999999999545e+01 2.582788812194702643e+01 1.910563412759739421e+01 1.779885652230948523e+01 -4.494799999999999907e-01
2.162325581395348877e+02 2.083720930232558146e+02 1.924883720930232585e+02 3.558139534883721034e+00 2.197674418604651336e+01 7.837209302325581106e+00 6.369043473837209035e+01 8.019827223837208408e+01 6.141710043604650338e+01 5.569767441860464885e+01 7.723255813953488769e+01 5.816279069767441712e+01 3.141471845606210422e+01 1.925754409980157789e+01 1.853284957614602035e+01 -1.126500000000000001e-01
2.136299999999999955e+02 2.123899999999999864e+02 2.058100000000000023e+02 1.300000000000000044e+00 7.019999999999999574e+00 7.440000000000000391e+00 6.550808937500002571e+01 7.923111981249999758e+01 7.602719875000002503e+01 6.179999999999999716e+01 7.771999999999999886e+01 7.467000000000000171e+01 2.687956206339476495e+01 2.242755371801084152e+01 1.958074095804586889e+01 -3.996199999999999752e-01
2.434799999999999898e+02 2.420699999999999932e+02 2.349000000000000057e+02 1.010000000000000009e+00 7.259999999999999787e+00 6.339999999999999858e+00 8.280132225000001256e+01 9.160822312500002340e+01 8.434175199999998540e+01 8.203000000000000114e+01 9.256999999999999318e+01 8.482999999999999829e+01 3.102058886418982198e+01 2.593951266425080249e+01 2.353468232805419191e+01 -1.955800000000000038e-01
2.232100000000000080e+02 2.351299999999999955e+02 2.327299999999999898e+02 4.000000000000000083e-02 1.292999999999999972e+01 9.919999999999999929e+00 7.405152243750002583e+01 9.343004906249996111e+01 8.937618631250005308e+01 7.354999999999999716e+01 9.312999999999999545e+01 8.900000000000000000e+01 2.741654886820355941e+01 2.095842559737442201e+01 2.082364257663268248e+01 5.646000000000000324e-02
1.568000000000000114e+02 1.524199999999999875e+02 1.473199999999999932e+02 9.000000000000000222e-01 3.129999999999999893e+00 1.120000000000000107e+00 4.787515037499997561e+01 5.158638112499999551e+01 4.678272975000000145e+01 4.628000000000000114e+01 5.055499999999999972e+01 4.564999999999999858e+01 1.473092584107897274e+01 1.155639296517538384e+01 1.079060750504294397e+01 -2.339749999999999885e-01
2.309300000000000068e+02 2.170800000000000125e+02 2.052899999999999920e+02 1.300999999999999979e+01 1.771000000000000085e+01 1.125999999999999979e+01 9.704624912499997436e+01 8.648225031249999972e+01 7.733533162499999492e+01 9.707999999999999829e+01 8.529999999999999716e+01 7.621999999999999886e+01 2.502454503418114129e+01 2.020088387285096232e+01 1.821128508341342211e+01 -4.584500000000000242e-01
